name,type,tier,address,county,phone,email,contactPerson,servicesOffered,paymentTermDays,contractStatus,contractStartDate,contractEndDate,contractNotes,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,legalName,registrationNumber,licenceNumber,facilityLevel,smartProviderId,slade360ProviderId
SAS Clinic (Savannah Sunrise),CLINIC,PANEL,"Bombo Road, Kampala",Kampala,+25670285084,billing.0037@sas.clinic.savannah.sunrise.test.ug,Provider Relations 0037,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.333859,32.58521,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",SAS Clinic (Savannah Sunrise) Limited,UG-REG-TEST-000037,UMDPC-TEST-000037,HC III,SMART-UG-00037,SLADE-UG-00037
AAR Health Care Buganda Road,CLINIC,PANEL,"Buganda Road, Kampala",Kampala,+25670293003,billing.0038@aar.health.care.buganda.road.test.ug,Provider Relations 0038,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.354179,32.591705,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",AAR Health Care Buganda Road Limited,UG-REG-TEST-000038,UMDPC-TEST-000038,Outpatient,SMART-UG-00038,SLADE-UG-00038
AAR Health Care Bugolobi,CLINIC,PANEL,"Bugolobi, Kampala",Kampala,+25670300922,billing.0039@aar.health.care.bugolobi.test.ug,Provider Relations 0039,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.33437,32.568314,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",AAR Health Care Bugolobi Limited,UG-REG-TEST-000039,UMDPC-TEST-000039,Outpatient,SMART-UG-00039,SLADE-UG-00039
AAR Health Care Ntinda,CLINIC,PANEL,"Ntinda, Kampala",Kampala,+25670308841,billing.0040@aar.health.care.ntinda.test.ug,Provider Relations 0040,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.356609,32.595595,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",AAR Health Care Ntinda Limited,UG-REG-TEST-000040,UMDPC-TEST-000040,Outpatient,SMART-UG-00040,SLADE-UG-00040
AAR Health Care Entebbe,CLINIC,PANEL,Entebbe,Wakiso,+25670316760,billing.0041@aar.health.care.entebbe.test.ug,Provider Relations 0041,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.393843,32.485087,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",AAR Health Care Entebbe Limited,UG-REG-TEST-000041,UMDPC-TEST-000041,Outpatient,SMART-UG-00041,SLADE-UG-00041
Rocket Health Clinic (Telemedicine),CLINIC,PANEL,"Lumumba Avenue, Kampala",Kampala,+25670324679,billing.0042@rocket.health.clinic.telemedicine.test.ug,Provider Relations 0042,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.331999,32.566784,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Rocket Health Clinic (Telemedicine) Limited,UG-REG-TEST-000042,UMDPC-TEST-000042,Outpatient,SMART-UG-00042,SLADE-UG-00042
Kampala Medical Chambers,CLINIC,PANEL,"Buganda Road, Kampala",Kampala,+25670332598,billing.0043@kampala.medical.chambers.test.ug,Provider Relations 0043,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.350254,32.583219,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Kampala Medical Chambers Limited,UG-REG-TEST-000043,UMDPC-TEST-000043,Outpatient,SMART-UG-00043,SLADE-UG-00043
The Medical Hub (Roswell),CLINIC,PANEL,"Nakasero, Kampala",Kampala,+25670340517,billing.0044@the.medical.hub.roswell.test.ug,Provider Relations 0044,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.331199,32.588802,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",The Medical Hub (Roswell) Limited,UG-REG-TEST-000044,UMDPC-TEST-000044,Outpatient,SMART-UG-00044,SLADE-UG-00044
International Medical Centre (IMC) Kololo,CLINIC,PANEL,"Kololo, Kampala",Kampala,+25670348436,billing.0045@international.medical.centre.imc.kololo.test.ug,Provider Relations 0045,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.334524,32.586864,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",International Medical Centre (IMC) Kololo Limited,UG-REG-TEST-000045,UMDPC-TEST-000045,Outpatient,SMART-UG-00045,SLADE-UG-00045
International Medical Centre (IMC) Jinja,CLINIC,PANEL,Jinja,Jinja,+25670356355,billing.0046@international.medical.centre.imc.jinja.test.ug,Provider Relations 0046,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.402731,33.217176,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",International Medical Centre (IMC) Jinja Limited,UG-REG-TEST-000046,UMDPC-TEST-000046,Outpatient,SMART-UG-00046,SLADE-UG-00046
City Medicals,CLINIC,PANEL,"Acacia Avenue, Kololo",Kampala,+25670364274,billing.0047@city.medicals.test.ug,Provider Relations 0047,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.348888,32.58749,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",City Medicals Limited,UG-REG-TEST-000047,UMDPC-TEST-000047,Outpatient,SMART-UG-00047,SLADE-UG-00047
Ssebbi Medical Centre,CLINIC,PANEL,Nansana,Wakiso,+25670372193,billing.0048@ssebbi.medical.centre.test.ug,Provider Relations 0048,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.386988,32.467471,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Ssebbi Medical Centre Limited,UG-REG-TEST-000048,UMDPC-TEST-000048,Outpatient,SMART-UG-00048,SLADE-UG-00048
Agape Medical Centre,CLINIC,PANEL,"Kasangati, Wakiso",Wakiso,+25670380112,billing.0049@agape.medical.centre.test.ug,Provider Relations 0049,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.382609,32.474916,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Agape Medical Centre Limited,UG-REG-TEST-000049,UMDPC-TEST-000049,Outpatient,SMART-UG-00049,SLADE-UG-00049
Sameday Clinic,CLINIC,PANEL,"Katabi, Entebbe",Wakiso,+25670388031,billing.0050@sameday.clinic.test.ug,Provider Relations 0050,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.387746,32.492471,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Sameday Clinic Limited,UG-REG-TEST-000050,UMDPC-TEST-000050,Outpatient,SMART-UG-00050,SLADE-UG-00050
St Louise Medical Centre,CLINIC,PANEL,"Kitoro, Entebbe",Wakiso,+25670395950,billing.0051@st.louise.medical.centre.test.ug,Provider Relations 0051,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.404224,32.485037,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St Louise Medical Centre Limited,UG-REG-TEST-000051,UMDPC-TEST-000051,Outpatient,SMART-UG-00051,SLADE-UG-00051
Emmanuel Medical Centre,CLINIC,PANEL,"Katabi, Entebbe",Wakiso,+25670403869,billing.0052@emmanuel.medical.centre.test.ug,Provider Relations 0052,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.382446,32.48395,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Emmanuel Medical Centre Limited,UG-REG-TEST-000052,UMDPC-TEST-000052,Outpatient,SMART-UG-00052,SLADE-UG-00052
Safe Places Uganda,REHABILITATION,PANEL,"Kyambogo, Kampala",Kampala,+25670411788,billing.0053@safe.places.uganda.test.ug,Provider Relations 0053,Rehabilitation|Physiotherapy|Counselling,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.353274,32.57863,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Safe Places Uganda Limited,UG-REG-TEST-000053,UMDPC-TEST-000053,Outpatient,SMART-UG-00053,SLADE-UG-00053
Ecopharm Pharmacy Mulago,PHARMACY,PANEL,"Mulago, Kampala",Kampala,+25670419707,billing.0054@ecopharm.pharmacy.mulago.test.ug,Provider Relations 0054,Pharmacy|Chronic Medication|Retail Dispensing,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.364833,32.59213,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Ecopharm Pharmacy Mulago Limited,UG-REG-TEST-000054,UMDPC-TEST-000054,Pharmacy,SMART-UG-00054,SLADE-UG-00054
Ecopharm Pharmacy Bugolobi,PHARMACY,PANEL,"Bugolobi, Kampala",Kampala,+25670427626,billing.0055@ecopharm.pharmacy.bugolobi.test.ug,Provider Relations 0055,Pharmacy|Chronic Medication|Retail Dispensing,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.35922,32.582295,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Ecopharm Pharmacy Bugolobi Limited,UG-REG-TEST-000055,UMDPC-TEST-000055,Pharmacy,SMART-UG-00055,SLADE-UG-00055
Ecopharm Pharmacy Ntinda,PHARMACY,PANEL,"Ntinda, Kampala",Kampala,+25670435545,billing.0056@ecopharm.pharmacy.ntinda.test.ug,Provider Relations 0056,Pharmacy|Chronic Medication|Retail Dispensing,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.355674,32.569322,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Ecopharm Pharmacy Ntinda Limited,UG-REG-TEST-000056,UMDPC-TEST-000056,Pharmacy,SMART-UG-00056,SLADE-UG-00056
Ecopharm Pharmacy Kiruddu,PHARMACY,PANEL,"Kiruddu, Kampala",Kampala,+25670443464,billing.0057@ecopharm.pharmacy.kiruddu.test.ug,Provider Relations 0057,Pharmacy|Chronic Medication|Retail Dispensing,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.330933,32.593608,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Ecopharm Pharmacy Kiruddu Limited,UG-REG-TEST-000057,UMDPC-TEST-000057,Pharmacy,SMART-UG-00057,SLADE-UG-00057
C&A Pharmaceuticals Kabalagala,PHARMACY,PANEL,"Kabalagala, Kampala",Kampala,+25670451383,billing.0058@c.a.pharmaceuticals.kabalagala.test.ug,Provider Relations 0058,Pharmacy|Chronic Medication|Retail Dispensing,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.341574,32.575505,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",C&A Pharmaceuticals Kabalagala Limited,UG-REG-TEST-000058,UMDPC-TEST-000058,Pharmacy,SMART-UG-00058,SLADE-UG-00058
Friecca Pharmacy,PHARMACY,PANEL,"Wandegeya, Kampala",Kampala,+25670459302,billing.0059@friecca.pharmacy.test.ug,Provider Relations 0059,Pharmacy|Chronic Medication|Retail Dispensing,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.335233,32.576444,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Friecca Pharmacy Limited,UG-REG-TEST-000059,UMDPC-TEST-000059,Pharmacy,SMART-UG-00059,SLADE-UG-00059
Goodlife Pharmacy Acacia,PHARMACY,PANEL,"Acacia Mall, Kampala",Kampala,+25670467221,billing.0060@goodlife.pharmacy.acacia.test.ug,Provider Relations 0060,Pharmacy|Chronic Medication|Retail Dispensing,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.360317,32.568935,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Goodlife Pharmacy Acacia Limited,UG-REG-TEST-000060,UMDPC-TEST-000060,Pharmacy,SMART-UG-00060,SLADE-UG-00060
Epiphania Pharmacy,PHARMACY,PANEL,Kampala,Kampala,+25670475140,billing.0061@epiphania.pharmacy.test.ug,Provider Relations 0061,Pharmacy|Chronic Medication|Retail Dispensing,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.3583,32.569281,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Epiphania Pharmacy Limited,UG-REG-TEST-000061,UMDPC-TEST-000061,Pharmacy,SMART-UG-00061,SLADE-UG-00061
Kampala Capital Imaging Centre,LABORATORY,PANEL,"Gadaffi Road, Kampala",Kampala,+25670483059,billing.0062@kampala.capital.imaging.centre.test.ug,Provider Relations 0062,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.337702,32.598801,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Kampala Capital Imaging Centre Limited,UG-REG-TEST-000062,UMDPC-TEST-000062,Diagnostic,SMART-UG-00062,SLADE-UG-00062
Ernest Cook Ultrasound (ECUREI),LABORATORY,PARTNER,"Mengo Hospital, Kampala",Kampala,+25670490978,billing.0063@ernest.cook.ultrasound.ecurei.test.ug,Provider Relations 0063,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.361385,32.59027,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Ernest Cook Ultrasound (ECUREI) Limited,UG-REG-TEST-000063,UMDPC-TEST-000063,Diagnostic,SMART-UG-00063,SLADE-UG-00063
Kampala MRI Center,LABORATORY,PANEL,"Sir Albert Cook Road, Mengo",Kampala,+25670498897,billing.0064@kampala.mri.center.test.ug,Provider Relations 0064,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.348691,32.57223,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Kampala MRI Center Limited,UG-REG-TEST-000064,UMDPC-TEST-000064,Diagnostic,SMART-UG-00064,SLADE-UG-00064
Dr. Agarwal Eye Hospital,OPTICAL,PANEL,"Lumumba Avenue, Kampala",Kampala,+25670506816,billing.0065@dr.agarwal.eye.hospital.test.ug,Provider Relations 0065,Optical|Eye Examination|Spectacles,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.348323,32.573115,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Dr. Agarwal Eye Hospital Limited,UG-REG-TEST-000065,UMDPC-TEST-000065,Outpatient,SMART-UG-00065,SLADE-UG-00065
Georgina Clinic,OPTICAL,PANEL,"Kira Road, Kampala",Kampala,+25670514735,billing.0066@georgina.clinic.test.ug,Provider Relations 0066,Optical|Eye Examination|Spectacles,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.35141,32.570801,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Georgina Clinic Limited,UG-REG-TEST-000066,UMDPC-TEST-000066,Outpatient,SMART-UG-00066,SLADE-UG-00066
City Optics,OPTICAL,PANEL,Garden City / Zebra Building,Kampala,+25670522654,billing.0067@city.optics.test.ug,Provider Relations 0067,Optical|Eye Examination|Spectacles,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.349122,32.594593,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",City Optics Limited,UG-REG-TEST-000067,UMDPC-TEST-000067,Outpatient,SMART-UG-00067,SLADE-UG-00067
Lens & Frames,OPTICAL,PANEL,"Wilson Road, Kampala",Kampala,+25670530573,billing.0068@lens.frames.test.ug,Provider Relations 0068,Optical|Eye Examination|Spectacles,30,ACTIVE,2026-01-01,2027-12-31,"Report-derived Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.335164,32.581802,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Lens & Frames Limited,UG-REG-TEST-000068,UMDPC-TEST-000068,Outpatient,SMART-UG-00068,SLADE-UG-00068
